"estado","uf","cidade"
"são paulo","sp","mogi guaçu"
"são paulo","sp","mogi das cruzes"
"são paulo","sp","moji mirim"
"são paulo","sp","mombuca"
"são paulo","sp","mongaguá"
"são paulo","sp","monte alegre do sul"
"são paulo","sp","monte alto"
"são paulo","sp","monte aprazível"
"são paulo","sp","monte azul paulista"
"são paulo","sp","monte castelo"
"são paulo","sp","monte mor"
"são paulo","sp","monteiro lobato"
"são paulo","sp","monções"
"são paulo","sp","morro agudo"
"são paulo","sp","morungaba"
"são paulo","sp","motuca"
"são paulo","sp","murutinga do sul"
"são paulo","sp","nantes"
"são paulo","sp","narandiba"
"são paulo","sp","natividade da serra"
"são paulo","sp","nazaré paulista"
"são paulo","sp","neves paulista"
"são paulo","sp","nhandeara"
"são paulo","sp","nipoã"
"são paulo","sp","nova aliança"
"são paulo","sp","nova campina"
"são paulo","sp","nova canaã paulista"
"são paulo","sp","nova castilho"
"são paulo","sp","nova europa"
"são paulo","sp","nova granada"
"são paulo","sp","nova guataporanga"
"são paulo","sp","nova independência"
"são paulo","sp","nova luzitânia"
"são paulo","sp","nova odessa"
"são paulo","sp","novais"
"são paulo","sp","novo horizonte"
"são paulo","sp","nuporanga"
"são paulo","sp","ocauçu"
"são paulo","sp","olímpia"
"são paulo","sp","onda verde"
"são paulo","sp","oriente"
"são paulo","sp","orindiúva"
"são paulo","sp","orlândia"
"são paulo","sp","osasco"
"são paulo","sp","oscar bressane"
"são paulo","sp","osvaldo cruz"
"são paulo","sp","ourinhos"
"são paulo","sp","ouro verde"
"são paulo","sp","ouroeste"
"são paulo","sp","pacaembu"
"são paulo","sp","palestina"
"são paulo","sp","palmares paulista"
"são paulo","sp","palmeira doeste"
"são paulo","sp","palmital"
"são paulo","sp","panorama"
"são paulo","sp","paraguaçu paulista"
"são paulo","sp","paraibuna"
"são paulo","sp","paranapanema"
"são paulo","sp","paranapuã"
"são paulo","sp","parapuã"
"são paulo","sp","paraíso"
"são paulo","sp","pardinho"
"são paulo","sp","pariquera-açu"
"são paulo","sp","parisi"
"são paulo","sp","patrocínio paulista"
"são paulo","sp","paulicéia"
"são paulo","sp","paulistânia"
"são paulo","sp","paulo de faria"
"são paulo","sp","paulínia"
"são paulo","sp","pederneiras"
"são paulo","sp","pedra bela"
"são paulo","sp","pedranópolis"
"são paulo","sp","pedregulho"
"são paulo","sp","pedreira"
"são paulo","sp","pedrinhas paulista"
"são paulo","sp","pedro de toledo"
"são paulo","sp","penápolis"
"são paulo","sp","pereira barreto"
"são paulo","sp","pereiras"
"são paulo","sp","peruíbe"
"são paulo","sp","piacatu"
"são paulo","sp","piedade"
"são paulo","sp","pilar do sul"
"são paulo","sp","pindamonhangaba"
"são paulo","sp","pindorama"
"são paulo","sp","pinhalzinho"
"são paulo","sp","piquerobi"
"são paulo","sp","piquete"
"são paulo","sp","piracaia"
"são paulo","sp","piracicaba"
"são paulo","sp","piraju"
"são paulo","sp","pirajuí"
"são paulo","sp","pirangi"
"são paulo","sp","pirapora do bom jesus"
"são paulo","sp","pirapozinho"
"são paulo","sp","pirassununga"
"são paulo","sp","piratininga"
"são paulo","sp","pitangueiras"
"são paulo","sp","planalto"
"são paulo","sp","platina"
"são paulo","sp","poloni"
"são paulo","sp","pompéia"
"são paulo","sp","pongaí"
"são paulo","sp","pontal"
"são paulo","sp","pontalinda"
"são paulo","sp","pontes gestal"
"são paulo","sp","populina"
"são paulo","sp","porangaba"
"são paulo","sp","porto feliz"
"são paulo","sp","porto ferreira"
"são paulo","sp","potim"
"são paulo","sp","potirendaba"
"são paulo","sp","poá"
"são paulo","sp","pracinha"
"são paulo","sp","pradópolis"
"são paulo","sp","praia grande"
"são paulo","sp","pratânia"
"são paulo","sp","presidente alves"
"são paulo","sp","presidente bernardes"
"são paulo","sp","presidente epitácio"
"são paulo","sp","presidente prudente"
"são paulo","sp","presidente venceslau"
"são paulo","sp","promissão"
"são paulo","sp","quadra"
"são paulo","sp","quatá"
"são paulo","sp","queiroz"
"são paulo","sp","queluz"
"são paulo","sp","quintana"
"são paulo","sp","rafard"
"são paulo","sp","rancharia"
"são paulo","sp","redenção da serra"
"são paulo","sp","regente feijó"
"são paulo","sp","reginópolis"
"são paulo","sp","registro"
"são paulo","sp","restinga"
"são paulo","sp","ribeira"
"são paulo","sp","ribeirão bonito"
"são paulo","sp","ribeirão branco"
"são paulo","sp","ribeirão corrente"
"são paulo","sp","ribeirão grande"
"são paulo","sp","ribeirão pires"
"são paulo","sp","ribeirão preto"
"são paulo","sp","ribeirão do sul"
"são paulo","sp","ribeirão dos índios"
"são paulo","sp","rifaina"
"são paulo","sp","rincão"
"são paulo","sp","rinópolis"
"são paulo","sp","rio claro"
"são paulo","sp","rio grande da serra"
"são paulo","sp","rio das pedras"
"são paulo","sp","riolândia"
"são paulo","sp","riversul"
"são paulo","sp","rosana"
"são paulo","sp","roseira"
"são paulo","sp","rubinéia"
"são paulo","sp","rubiácea"
"são paulo","sp","sabino"
"são paulo","sp","sagres"
"são paulo","sp","sales"
"são paulo","sp","sales oliveira"
"são paulo","sp","salesópolis"
"são paulo","sp","salmourão"
"são paulo","sp","saltinho"
"são paulo","sp","salto"
"são paulo","sp","salto grande"
"são paulo","sp","salto de pirapora"
"são paulo","sp","sandovalina"
"são paulo","sp","santa adélia"
"são paulo","sp","santa albertina"
"são paulo","sp","santa branca"
"são paulo","sp","santa bárbara doeste"
"são paulo","sp","santa clara doeste"
"são paulo","sp","santa cruz da conceição"
"são paulo","sp","santa cruz da esperança"
"são paulo","sp","santa cruz das palmeiras"
"são paulo","sp","santa cruz do rio pardo"
"são paulo","sp","santa ernestina"
"são paulo","sp","santa fé do sul"
"são paulo","sp","santa gertrudes"
"são paulo","sp","santa isabel"
"são paulo","sp","santa lúcia"
"são paulo","sp","santa maria da serra"
"são paulo","sp","santa mercedes"
"são paulo","sp","santa rita doeste"
"são paulo","sp","santa rita do passa quatro"
"são paulo","sp","santa rosa de viterbo"
"são paulo","sp","santa salete"
"são paulo","sp","santana da ponte pensa"
"são paulo","sp","santana de parnaíba"
"são paulo","sp","santo anastácio"
"são paulo","sp","santo andré"
"são paulo","sp","santo antônio da alegria"
"são paulo","sp","santo antônio de posse"
"são paulo","sp","santo antônio do aracanguá"
"são paulo","sp","santo antônio do jardim"
"são paulo","sp","santo antônio do pinhal"
"são paulo","sp","santo expedito"
"são paulo","sp","santos"
"são paulo","sp","santópolis do aguapeí"
"são paulo","sp","sarapuí"
"são paulo","sp","sarutaiá"
"são paulo","sp","sebastianópolis do sul"
"são paulo","sp","serra azul"
"são paulo","sp","serra negra"
"são paulo","sp","serrana"
"são paulo","sp","sertãozinho"
"são paulo","sp","sete barras"
"são paulo","sp","severínia"
"são paulo","sp","silveiras"
"são paulo","sp","socorro"
"são paulo","sp","sorocaba"
"são paulo","sp","sud mennucci"
"são paulo","sp","sumaré"
"são paulo","sp","suzano"
"são paulo","sp","suzanápolis"
"são paulo","sp","são bento do sapucaí"
"são paulo","sp","são bernardo do campo"
"são paulo","sp","são caetano do sul"
"são paulo","sp","são carlos"
"são paulo","sp","são francisco"
"são paulo","sp","são joaquim da barra"
"são paulo","sp","são josé da bela vista"
"são paulo","sp","são josé do barreiro"
"são paulo","sp","são josé do rio pardo"
"são paulo","sp","são josé do rio preto"
"são paulo","sp","são josé dos campos"
"são paulo","sp","são joão da boa vista"
"são paulo","sp","são joão das duas pontes"
"são paulo","sp","são joão de iracema"
"são paulo","sp","são joão do pau dalho"
"são paulo","sp","são lourenço da serra"
"são paulo","sp","são luís do paraitinga"
"são paulo","sp","são manuel"
"são paulo","sp","são miguel arcanjo"
"são paulo","sp","são paulo"
"são paulo","sp","são pedro"
"são paulo","sp","são pedro do turvo"
"são paulo","sp","são roque"
"são paulo","sp","são sebastião"
"são paulo","sp","são sebastião da grama"
"são paulo","sp","são simão"
"são paulo","sp","são vicente"
"são paulo","sp","tabapuã"
"são paulo","sp","tabatinga"
"são paulo","sp","taboão da serra"
"são paulo","sp","taciba"
"são paulo","sp","taguaí"
"são paulo","sp","taiaçu"
"são paulo","sp","taiúva"
"são paulo","sp","tambaú"
"são paulo","sp","tanabi"
"são paulo","sp","tapiratiba"
"são paulo","sp","tapiraí"
"são paulo","sp","taquaral"
"são paulo","sp","taquaritinga"
"são paulo","sp","taquarituba"
"são paulo","sp","taquarivaí"
"são paulo","sp","tarabai"
"são paulo","sp","tarumã"
"são paulo","sp","tatuí"
"são paulo","sp","taubaté"
"são paulo","sp","tejupá"
"são paulo","sp","teodoro sampaio"
"são paulo","sp","terra roxa"
"são paulo","sp","tietê"
"são paulo","sp","timburi"
"são paulo","sp","torre de pedra"
"são paulo","sp","torrinha"
"são paulo","sp","trabiju"
"são paulo","sp","tremembé"
"são paulo","sp","três fronteiras"
"são paulo","sp","tuiuti"
"são paulo","sp","tupi paulista"
"são paulo","sp","tupã"
"são paulo","sp","turiúba"
"são paulo","sp","turmalina"
"são paulo","sp","ubarana"
"são paulo","sp","ubatuba"
"são paulo","sp","ubirajara"
"são paulo","sp","uchoa"
"são paulo","sp","união paulista"
"são paulo","sp","uru"
"são paulo","sp","urupês"
"são paulo","sp","urânia"
"são paulo","sp","valentim gentil"
"são paulo","sp","valinhos"
"são paulo","sp","valparaíso"
"são paulo","sp","vargem"
"são paulo","sp","vargem grande paulista"
"são paulo","sp","vargem grande do sul"
"são paulo","sp","vera cruz"
"são paulo","sp","vinhedo"
"são paulo","sp","viradouro"
"são paulo","sp","vista alegre do alto"
"são paulo","sp","vitória brasil"
"são paulo","sp","votorantim"
"são paulo","sp","votuporanga"
"são paulo","sp","várzea paulista"
"são paulo","sp","zacarias"
"são paulo","sp","águas da prata"
"são paulo","sp","águas de lindóia"
"são paulo","sp","águas de santa bárbara"
"são paulo","sp","águas de são pedro"
"são paulo","sp","álvares florence"
"são paulo","sp","álvares machado"
"são paulo","sp","álvaro de carvalho"
"são paulo","sp","óleo"
"tocantins","to","abreulândia"
"tocantins","to","aguiarnópolis"
"tocantins","to","aliança do tocantins"
"tocantins","to","almas"
"tocantins","to","alvorada"
"tocantins","to","ananás"
"tocantins","to","angico"
"tocantins","to","aparecida do rio negro"
"tocantins","to","aragominas"
"tocantins","to","araguacema"
"tocantins","to","araguanã"
"tocantins","to","araguatins"
"tocantins","to","araguaçu"
"tocantins","to","araguaína"
"tocantins","to","arapoema"
"tocantins","to","arraias"
"tocantins","to","augustinópolis"
"tocantins","to","aurora do tocantins"
"tocantins","to","axixá do tocantins"
"tocantins","to","babaçulândia"
"tocantins","to","bandeirantes do tocantins"
"tocantins","to","barra do ouro"
"tocantins","to","barrolândia"
"tocantins","to","bernardo sayão"
"tocantins","to","bom jesus do tocantins"
"tocantins","to","brasilândia do tocantins"
"tocantins","to","brejinho de nazaré"
"tocantins","to","buriti do tocantins"
"tocantins","to","cachoeirinha"
"tocantins","to","campos lindos"
"tocantins","to","cariri do tocantins"
"tocantins","to","carmolândia"
"tocantins","to","carrasco bonito"
"tocantins","to","caseara"
"tocantins","to","centenário"
"tocantins","to","chapada da natividade"
"tocantins","to","chapada de areia"
"tocantins","to","colinas do tocantins"
"tocantins","to","colméia"
"tocantins","to","combinado"
"tocantins","to","conceição do tocantins"
"tocantins","to","couto de magalhães"
"tocantins","to","cristalândia"
"tocantins","to","crixás do tocantins"
"tocantins","to","darcinópolis"
"tocantins","to","dianópolis"
"tocantins","to","divinópolis do tocantins"
"tocantins","to","dois irmãos do tocantins"
"tocantins","to","dueré"
"tocantins","to","esperantina"
"tocantins","to","figueirópolis"
"tocantins","to","filadélfia"
"tocantins","to","formoso do araguaia"
"tocantins","to","fortaleza do tabocão"
"tocantins","to","fátima"
"tocantins","to","goianorte"
"tocantins","to","goiatins"
"tocantins","to","guaraí"
"tocantins","to","gurupi"
"tocantins","to","ipueiras"
"tocantins","to","itacajá"
"tocantins","to","itaguatins"
"tocantins","to","itapiratins"
"tocantins","to","itaporã do tocantins"
"tocantins","to","jaú do tocantins"
"tocantins","to","juarina"
"tocantins","to","lagoa da confusão"
"tocantins","to","lagoa do tocantins"
"tocantins","to","lajeado"
"tocantins","to","lavandeira"
"tocantins","to","lizarda"
"tocantins","to","luzinópolis"
"tocantins","to","marianópolis do tocantins"
"tocantins","to","mateiros"
"tocantins","to","maurilândia do tocantins"
"tocantins","to","miracema do tocantins"
"tocantins","to","miranorte"
"tocantins","to","monte santo do tocantins"
"tocantins","to","monte do carmo"
"tocantins","to","muricilândia"
"tocantins","to","natividade"
"tocantins","to","nazaré"
"tocantins","to","nova olinda"
"tocantins","to","nova rosalândia"
"tocantins","to","novo acordo"
"tocantins","to","novo alegre"
"tocantins","to","novo jardim"
"tocantins","to","oliveira de fátima"
"tocantins","to","palmas"
"tocantins","to","palmeirante"
"tocantins","to","palmeiras do tocantins"
"tocantins","to","palmeirópolis"
"tocantins","to","paranã"
"tocantins","to","paraíso do tocantins"
"tocantins","to","pau darco"
"tocantins","to","pedro afonso"
"tocantins","to","peixe"
"tocantins","to","pequizeiro"
"tocantins","to","pindorama do tocantins"
"tocantins","to","piraquê"
"tocantins","to","pium"
"tocantins","to","ponte alta do bom jesus"
"tocantins","to","ponte alta do tocantins"
"tocantins","to","porto alegre do tocantins"
"tocantins","to","porto nacional"
"tocantins","to","praia norte"
"tocantins","to","presidente kennedy"
"tocantins","to","pugmil"
"tocantins","to","recursolândia"
"tocantins","to","riachinho"
"tocantins","to","rio sono"
"tocantins","to","rio da conceição"
"tocantins","to","rio dos bois"
"tocantins","to","sampaio"
"tocantins","to","sandolândia"
"tocantins","to","santa fé do araguaia"
"tocantins","to","santa maria do tocantins"
"tocantins","to","santa rita do tocantins"
"tocantins","to","santa rosa do tocantins"
"tocantins","to","santa tereza do tocantins"
"tocantins","to","santa terezinha do tocantins"
"tocantins","to","silvanópolis"
"tocantins","to","sucupira"
"tocantins","to","são bento do tocantins"
"tocantins","to","são félix do tocantins"
"tocantins","to","são miguel do tocantins"
"tocantins","to","são salvador do tocantins"
"tocantins","to","são sebastião do tocantins"
"tocantins","to","são valério da natividade"
"tocantins","to","sítio novo do tocantins"
"tocantins","to","taguatinga"
"tocantins","to","taipas do tocantins"
"tocantins","to","talismã"
"tocantins","to","tocantinópolis"
"tocantins","to","tocantínia"
"tocantins","to","tupirama"
"tocantins","to","tupiratins"
"tocantins","to","wanderlândia"
"tocantins","to","xambioá"
